,Position,Fa13.BD.MLB.SN.sorted.MAG8-A,Fa13.BD.MLB.SN.sorted.MAG8-C,Fa13.BD.MLB.SN.sorted.MAG8-G,Fa13.BD.MLB.SN.sorted.MAG8-T,Fa13.BD.MLB.DN.sorted.MAG8-A,Fa13.BD.MLB.DN.sorted.MAG8-C,Fa13.BD.MLB.DN.sorted.MAG8-G,Fa13.BD.MLB.DN.sorted.MAG8-T,Sp13.BD.MLB.SN.sorted.MAG8-A,Sp13.BD.MLB.SN.sorted.MAG8-C,Sp13.BD.MLB.SN.sorted.MAG8-G,Sp13.BD.MLB.SN.sorted.MAG8-T,Su13.BD.MM110.DCMD.sorted.MAG8-A,Su13.BD.MM110.DCMD.sorted.MAG8-C,Su13.BD.MM110.DCMD.sorted.MAG8-G,Su13.BD.MM110.DCMD.sorted.MAG8-T,Sp13.BD.MM110.SN.sorted.MAG8-A,Sp13.BD.MM110.SN.sorted.MAG8-C,Sp13.BD.MM110.SN.sorted.MAG8-G,Sp13.BD.MM110.SN.sorted.MAG8-T,Su13.BD.MLB.SD.C.sorted.MAG8-A,Su13.BD.MLB.SD.C.sorted.MAG8-C,Su13.BD.MLB.SD.C.sorted.MAG8-G,Su13.BD.MLB.SD.C.sorted.MAG8-T,Sp13.BD.MM15.SN.sorted.MAG8-A,Sp13.BD.MM15.SN.sorted.MAG8-C,Sp13.BD.MM15.SN.sorted.MAG8-G,Sp13.BD.MM15.SN.sorted.MAG8-T,Su13.BD.MLB.DD.sorted.MAG8-A,Su13.BD.MLB.DD.sorted.MAG8-C,Su13.BD.MLB.DD.sorted.MAG8-G,Su13.BD.MLB.DD.sorted.MAG8-T,Su13.BD.MM110.SN.C.sorted.MAG8-A,Su13.BD.MM110.SN.C.sorted.MAG8-C,Su13.BD.MM110.SN.C.sorted.MAG8-G,Su13.BD.MM110.SN.C.sorted.MAG8-T,Su13.BD.MM15.SN.C.sorted.MAG8-A,Su13.BD.MM15.SN.C.sorted.MAG8-C,Su13.BD.MM15.SN.C.sorted.MAG8-G,Su13.BD.MM15.SN.C.sorted.MAG8-T,Sp13.BD.MM15.SD.sorted.MAG8-A,Sp13.BD.MM15.SD.sorted.MAG8-C,Sp13.BD.MM15.SD.sorted.MAG8-G,Sp13.BD.MM15.SD.sorted.MAG8-T,Su13.BD.MM110.DN.sorted.MAG8-A,Su13.BD.MM110.DN.sorted.MAG8-C,Su13.BD.MM110.DN.sorted.MAG8-G,Su13.BD.MM110.DN.sorted.MAG8-T,Su13.BD.MM110.SD.sorted.MAG8-A,Su13.BD.MM110.SD.sorted.MAG8-C,Su13.BD.MM110.SD.sorted.MAG8-G,Su13.BD.MM110.SD.sorted.MAG8-T,Sp13.BD.MM110.SD.sorted.MAG8-A,Sp13.BD.MM110.SD.sorted.MAG8-C,Sp13.BD.MM110.SD.sorted.MAG8-G,Sp13.BD.MM110.SD.sorted.MAG8-T,Fa13.BD.MM15.DN.sorted.MAG8-A,Fa13.BD.MM15.DN.sorted.MAG8-C,Fa13.BD.MM15.DN.sorted.MAG8-G,Fa13.BD.MM15.DN.sorted.MAG8-T,Fa13.BD.MM15.SN.sorted.MAG8-A,Fa13.BD.MM15.SN.sorted.MAG8-C,Fa13.BD.MM15.SN.sorted.MAG8-G,Fa13.BD.MM15.SN.sorted.MAG8-T,Fa13.BD.MM110.DN.sorted.MAG8-A,Fa13.BD.MM110.DN.sorted.MAG8-C,Fa13.BD.MM110.DN.sorted.MAG8-G,Fa13.BD.MM110.DN.sorted.MAG8-T,Sp13.BD.MM15.DD.A.sorted.MAG8-A,Sp13.BD.MM15.DD.A.sorted.MAG8-C,Sp13.BD.MM15.DD.A.sorted.MAG8-G,Sp13.BD.MM15.DD.A.sorted.MAG8-T,Su13.BD.MM15.SD.sorted.MAG8-A,Su13.BD.MM15.SD.sorted.MAG8-C,Su13.BD.MM15.SD.sorted.MAG8-G,Su13.BD.MM15.SD.sorted.MAG8-T,Fa13.BD.MM110.SN.sorted.MAG8-A,Fa13.BD.MM110.SN.sorted.MAG8-C,Fa13.BD.MM110.SN.sorted.MAG8-G,Fa13.BD.MM110.SN.sorted.MAG8-T,Sp13.BD.MM110.DD.sorted.MAG8-A,Sp13.BD.MM110.DD.sorted.MAG8-C,Sp13.BD.MM110.DD.sorted.MAG8-G,Sp13.BD.MM110.DD.sorted.MAG8-T,Fa13.BD.MM15.SD.sorted.MAG8-A,Fa13.BD.MM15.SD.sorted.MAG8-C,Fa13.BD.MM15.SD.sorted.MAG8-G,Fa13.BD.MM15.SD.sorted.MAG8-T,Fa13.BD.MM110.SD.sorted.MAG8-A,Fa13.BD.MM110.SD.sorted.MAG8-C,Fa13.BD.MM110.SD.sorted.MAG8-G,Fa13.BD.MM110.SD.sorted.MAG8-T,Su13.BD.MM15.DN.sorted.MAG8-A,Su13.BD.MM15.DN.sorted.MAG8-C,Su13.BD.MM15.DN.sorted.MAG8-G,Su13.BD.MM15.DN.sorted.MAG8-T
contig_20881_1,1242,0,250,0,0,0,139,0,1,0,93,0,0,0,23,2,0,0,250,15,1,0,178,0,1,0,136,4,3,0,100,0,0,0,203,5,0,1,328,8,2,0,160,5,0,0,15,1,0,0,185,3,0,0,428,17,0,0,247,14,0,0,217,13,0,0,182,8,0,0,120,2,3,3,210,7,2,0,245,1,0,0,334,13,0,0,242,2,0,0,289,13,0,1,266,17,0
contig_20881_1,1245,0,47,1,197,0,32,0,100,0,42,0,53,0,15,0,10,0,133,0,128,0,26,0,151,0,55,0,87,0,15,0,83,0,190,0,20,0,229,0,106,0,68,0,92,0,7,0,7,0,168,0,17,0,202,0,241,0,214,0,45,0,192,0,36,0,110,0,81,0,49,0,74,0,166,0,51,0,228,0,11,0,153,0,194,0,219,0,21,0,281,0,12,0,190,0,94
contig_20881_1,1248,0,30,0,214,0,23,0,107,0,5,0,91,0,0,0,25,0,0,0,264,1,77,0,94,0,1,0,134,0,24,0,71,0,13,0,191,0,65,0,265,0,8,0,154,0,0,0,13,0,8,0,175,0,1,0,436,0,8,0,250,0,13,0,208,0,2,0,184,0,4,0,117,0,24,0,190,0,6,0,228,0,1,0,344,0,10,0,227,0,9,0,281,0,6,0,279
contig_20881_1,1251,0,0,222,16,0,0,123,7,0,0,91,3,0,0,24,0,0,0,259,0,0,0,127,43,0,0,132,2,2,0,81,10,1,1,198,4,4,0,311,15,0,0,160,0,0,0,13,0,0,0,171,4,0,0,432,0,0,0,246,3,0,0,209,1,0,0,187,0,0,2,115,1,3,0,193,6,0,0,224,6,0,0,339,0,0,0,230,3,0,0,291,2,0,0,273,1
contig_20881_1,1254,0,0,0,233,0,0,0,132,1,0,3,89,0,0,0,25,1,1,0,256,0,0,0,172,0,0,1,130,1,0,0,97,0,0,0,199,0,1,1,327,0,0,0,158,0,0,0,11,0,0,1,174,1,1,1,427,0,0,5,235,0,0,0,203,0,0,0,189,1,0,1,114,0,0,2,199,0,0,8,212,1,0,0,336,0,0,3,222,0,0,9,278,0,0,0,270
contig_20881_1,1257,0,227,0,0,0,133,0,0,0,91,0,0,0,24,0,0,0,259,0,0,0,173,0,0,1,127,0,2,0,99,0,1,0,195,0,0,0,327,0,1,0,154,0,2,0,11,0,0,0,178,0,0,0,425,0,1,0,237,0,4,0,207,0,0,0,186,0,1,0,113,1,1,0,198,0,2,0,213,0,6,0,333,0,1,0,225,0,2,0,286,0,9,0,275,0,0
contig_20881_1,1261,0,0,227,0,0,0,136,0,0,0,86,4,0,0,23,0,0,0,257,0,0,0,168,0,0,0,127,2,0,0,100,0,0,0,161,31,0,0,279,42,0,0,150,2,0,0,11,0,0,0,143,36,2,0,420,0,0,0,217,27,0,0,190,21,0,0,191,0,0,0,115,1,0,0,167,37,0,0,200,26,0,0,333,0,0,0,206,22,0,0,285,24,0,0,280,12
contig_20881_1,1263,212,11,0,2,125,7,0,1,72,17,1,0,25,0,0,0,253,0,0,0,136,30,0,0,122,5,1,3,87,12,0,0,183,8,0,0,280,38,0,0,147,7,0,1,11,0,0,0,168,6,0,0,413,1,0,0,231,8,0,2,199,11,0,0,192,0,0,0,103,10,3,1,192,14,0,0,213,9,0,0,327,0,1,0,219,10,0,1,287,16,0,2,288,5,0,0
contig_20881_1,1266,0,25,0,202,0,10,0,121,0,14,0,76,0,14,0,10,0,157,0,92,0,12,0,149,0,53,0,75,0,7,1,90,0,180,0,11,1,205,0,106,0,71,0,81,0,5,0,6,0,162,0,11,0,261,0,148,0,202,0,38,0,181,0,29,0,131,0,56,0,52,0,65,0,135,0,67,0,211,0,11,0,193,0,132,0,201,0,24,0,287,0,11,0,216,0,76
contig_20881_1,1269,2,24,195,5,0,11,106,5,3,5,76,3,2,3,20,0,51,12,180,0,2,26,133,5,19,7,85,18,1,14,73,9,2,45,144,1,8,61,230,10,14,10,121,7,0,0,11,0,1,25,139,0,85,26,293,1,1,48,182,1,2,60,147,0,21,20,143,0,15,11,86,3,2,36,154,9,0,82,139,0,64,26,239,3,1,81,139,0,0,103,193,0,16,54,213,5
contig_20881_1,1272,5,214,9,2,3,119,2,1,1,86,3,0,1,24,0,0,2,243,0,2,9,149,7,5,2,128,0,2,3,90,6,0,0,192,0,0,8,294,3,4,1,148,2,2,0,11,0,0,2,165,0,0,4,401,3,1,1,231,2,3,0,213,0,0,0,186,0,2,0,118,0,1,2,201,1,2,0,225,0,0,4,328,3,2,0,227,0,0,2,297,0,0,3,293,0,0
contig_20881_1,1275,232,0,2,0,128,0,3,0,94,0,2,0,26,0,0,0,258,0,0,0,167,0,7,0,136,0,0,0,98,0,1,0,206,0,0,0,307,0,10,0,167,0,0,0,37,0,0,0,171,0,0,0,429,0,0,0,250,0,0,0,224,0,0,0,190,0,0,0,121,0,1,0,207,0,4,0,234,0,0,0,362,0,0,0,235,0,0,0,309,0,0,0,298,0,4,0
contig_20881_1,1276,0,236,0,0,0,132,0,0,1,96,0,0,0,26,0,0,4,259,0,0,1,175,0,0,1,138,0,0,0,98,0,0,3,207,0,0,2,313,0,0,0,166,0,0,0,37,0,0,0,172,0,0,2,428,0,0,0,250,0,0,0,224,0,0,0,195,0,0,2,121,0,0,0,214,0,0,0,233,0,0,6,362,0,0,0,237,0,0,0,313,0,0,1,302,0,1
contig_20881_1,1278,228,0,9,0,126,0,4,0,101,0,0,0,26,0,0,0,302,0,3,0,180,0,1,0,149,0,4,0,102,0,1,0,226,0,0,0,336,0,3,0,182,0,2,0,36,0,0,0,174,0,0,0,492,0,1,0,243,0,2,0,221,0,1,0,192,0,0,0,134,0,2,0,214,0,2,0,225,1,0,0,421,0,1,0,229,0,0,0,300,0,0,0,304,0,1,0
contig_20881_1,1281,0,235,0,2,0,128,0,3,0,99,0,1,0,27,0,0,0,304,0,0,0,172,0,6,0,153,0,2,0,97,0,4,0,232,0,0,0,335,0,6,0,184,0,0,0,36,0,0,0,177,0,0,0,489,0,0,0,252,0,0,0,224,0,0,0,190,0,0,0,134,0,1,0,215,0,1,1,220,0,0,1,424,0,0,0,233,0,2,0,297,0,0,0,305,0,0
contig_20881_1,1284,70,0,177,1,35,0,97,0,33,0,67,0,20,0,6,0,217,0,90,0,103,0,77,0,97,0,61,0,45,0,56,0,228,0,1,0,319,0,31,0,100,0,79,0,5,0,31,0,177,0,1,0,333,0,149,0,226,0,24,0,209,0,18,0,175,0,16,0,82,0,58,0,185,0,28,0,224,0,3,0,279,0,148,0,220,0,15,0,293,0,2,1,246,0,62,0
contig_20881_1,1285,204,0,43,0,109,0,24,0,92,0,9,0,25,0,1,0,306,0,0,0,92,0,86,0,152,0,4,0,74,0,27,0,218,0,10,0,280,0,69,0,169,0,9,0,36,0,0,0,172,0,8,0,485,0,1,0,242,0,8,0,211,0,14,0,191,0,0,0,131,0,10,0,190,0,24,0,220,0,5,0,426,0,2,0,225,0,9,1,285,0,10,0,302,0,6,0
contig_20881_1,1287,0,247,0,2,0,134,0,0,0,98,0,2,0,27,0,0,1,307,0,0,0,175,5,0,0,159,0,0,0,98,4,0,0,217,0,10,0,332,0,19,0,176,0,0,0,38,0,0,0,166,0,12,0,479,0,4,0,249,0,1,0,224,0,3,0,194,0,0,0,148,0,0,0,202,0,13,0,221,0,5,0,420,0,5,0,229,0,10,0,292,0,2,0,298,0,8
contig_20881_1,1290,0,3,0,250,0,5,0,125,0,4,0,97,0,14,0,12,0,158,0,152,0,1,0,173,0,53,0,103,0,0,0,103,0,204,0,20,0,212,0,141,0,71,0,105,0,4,0,32,0,161,0,19,0,230,0,251,0,210,0,43,0,190,0,37,0,109,0,81,0,53,0,97,0,141,0,76,0,209,0,14,0,185,0,237,0,208,0,31,0,275,0,12,0,205,0,97
contig_20881_1,1294,0,0,255,0,0,0,128,0,1,0,104,0,0,0,26,0,0,0,313,0,0,0,169,0,1,0,155,0,0,0,108,0,6,0,214,0,8,0,342,0,0,0,175,0,0,0,36,0,8,0,173,0,0,0,476,0,0,0,244,0,1,0,221,0,0,0,190,0,0,0,148,0,8,0,204,0,2,0,214,0,0,0,414,0,2,0,230,0,1,0,273,0,1,0,289,0
contig_20881_1,1296,0,231,8,19,0,117,4,9,0,71,3,32,0,25,0,1,0,304,0,5,0,160,4,6,1,151,0,6,0,99,3,5,0,218,0,1,0,333,8,10,0,170,2,4,0,36,0,0,0,179,1,0,0,471,0,8,0,241,0,1,0,217,0,2,0,185,0,0,0,136,2,15,0,197,4,11,0,213,0,2,0,412,0,5,0,229,0,2,0,268,0,2,0,285,0,4
contig_20881_1,1299,0,264,1,1,0,153,0,0,0,102,0,5,0,20,0,4,0,306,0,1,1,171,0,3,0,157,0,2,0,109,0,0,1,213,0,0,0,359,0,2,0,174,0,0,0,35,0,1,0,190,0,1,0,483,0,0,0,256,1,0,0,230,0,0,0,160,0,37,0,147,1,3,0,220,0,1,0,224,0,0,0,426,0,0,0,245,0,0,0,288,0,0,0,302,0,0
contig_20881_1,1302,0,238,0,28,0,138,0,16,0,102,0,5,0,21,0,0,0,303,0,0,0,102,0,76,0,162,0,4,0,87,0,24,0,208,0,2,0,315,0,39,0,167,0,6,0,36,0,0,0,200,0,2,0,476,0,2,0,250,0,1,0,230,0,0,0,187,0,0,0,148,0,3,1,210,0,13,0,226,0,0,0,424,0,1,0,249,0,0,1,294,0,0,0,314,0,3
contig_20881_1,1303,235,28,0,0,143,16,0,0,104,5,0,0,21,0,0,0,304,0,0,0,101,75,0,0,163,4,0,0,88,25,0,0,210,2,0,0,315,39,0,0,171,6,0,0,37,0,0,0,203,2,0,0,481,1,0,0,252,1,0,0,229,0,0,0,184,0,0,0,149,3,0,0,210,13,0,0,229,0,0,0,423,1,0,0,252,1,0,0,299,0,0,0,322,5,0,0
contig_20881_1,1329,0,0,32,212,0,0,14,112,0,0,63,34,0,0,2,17,0,0,7,314,2,0,41,130,0,0,18,157,0,0,27,83,2,0,2,207,3,0,15,313,0,0,10,154,0,0,0,12,0,0,3,178,1,1,9,453,0,0,1,208,0,0,1,237,0,0,0,168,0,0,22,124,1,0,11,203,0,0,3,181,0,0,7,415,0,0,2,249,0,0,2,277,2,0,2,272
contig_20881_1,1332,204,36,0,1,111,18,0,0,53,18,26,0,7,13,0,0,87,230,1,4,137,18,12,1,57,104,13,1,77,22,12,0,6,203,0,0,54,269,2,0,63,95,6,2,3,9,0,0,7,182,0,0,127,333,0,2,27,182,0,2,13,228,0,0,12,161,0,1,61,72,8,2,43,178,0,1,3,189,0,0,139,277,2,5,16,242,0,0,3,286,0,0,54,227,0,0
contig_20881_1,1335,0,65,0,179,0,34,0,93,0,39,0,60,0,2,0,18,0,6,0,314,0,77,0,93,0,12,1,168,0,30,0,80,0,6,0,201,0,36,0,295,0,9,0,157,0,0,0,12,0,6,0,180,0,9,1,458,0,4,0,207,0,1,0,234,0,0,0,173,0,16,0,130,0,27,0,194,0,3,0,187,0,7,0,413,0,2,0,254,0,2,0,279,0,9,0,266
contig_20881_1,1339,0,166,0,81,0,82,0,39,0,29,0,71,0,16,0,5,0,241,0,73,0,72,0,103,0,147,0,40,0,52,0,55,0,171,0,34,0,217,0,119,0,124,0,42,0,41,0,1,0,146,0,42,0,387,0,85,0,152,1,66,0,169,0,70,0,149,0,34,0,105,0,40,0,155,0,69,0,152,0,39,0,328,0,88,0,197,0,52,0,218,0,67,0,203,0,78
contig_20881_1,1341,0,0,251,0,0,0,117,0,0,0,103,0,0,0,22,0,1,5,312,0,0,6,172,0,0,1,187,0,0,1,107,0,0,2,206,0,0,7,329,0,0,3,163,0,0,0,42,0,0,4,181,0,0,0,466,0,0,2,218,0,0,3,232,0,0,2,176,0,0,2,143,0,0,5,216,0,0,0,191,0,0,2,417,0,0,2,243,0,0,0,281,0,0,1,271,0
contig_20881_1,1344,243,0,9,0,110,0,7,0,102,0,0,0,17,0,4,0,315,0,1,0,169,0,14,0,184,0,1,0,103,0,4,0,207,0,1,0,333,0,5,0,163,0,1,0,42,0,0,0,181,0,2,0,470,0,1,0,220,0,0,0,233,0,1,0,139,0,40,0,147,0,0,0,213,0,6,0,192,0,0,0,417,0,0,0,241,0,0,0,280,0,1,0,267,0,2,0
contig_20881_1,1347,19,47,30,150,9,23,16,68,2,45,40,16,0,12,3,6,7,210,9,91,17,61,44,51,1,107,14,62,9,42,20,38,0,207,5,1,8,275,31,19,1,102,5,59,0,39,0,3,0,176,5,0,9,320,10,130,5,186,4,25,0,220,1,14,5,137,0,41,0,77,12,53,1,173,27,18,1,187,3,0,7,262,10,143,0,220,2,13,0,282,2,1,8,212,5,37
contig_20881_1,1350,0,245,2,1,0,116,0,0,0,103,1,0,0,19,0,4,0,304,6,1,3,148,8,10,1,181,1,1,0,101,2,5,0,212,0,1,2,331,2,6,0,158,1,6,0,43,0,0,0,182,0,1,0,464,3,2,0,223,3,0,0,230,2,0,0,146,1,39,0,138,3,3,0,217,1,4,0,196,0,0,0,412,6,1,0,240,0,0,0,290,0,0,0,259,1,2
contig_20881_1,1356,12,0,37,192,5,1,11,105,6,0,63,25,2,0,6,16,2,0,11,292,11,0,42,113,9,0,26,151,13,0,35,59,7,0,4,204,26,1,31,288,2,0,8,156,0,0,0,43,3,0,4,190,6,0,19,452,10,0,4,226,8,0,1,241,12,0,39,147,6,0,19,116,21,0,17,188,10,0,4,201,4,1,14,389,6,0,4,249,9,0,5,292,9,0,7,251
contig_20881_1,1359,0,226,0,17,0,116,0,6,0,89,0,5,0,26,0,0,0,305,0,0,0,150,1,18,0,187,0,2,0,89,1,14,0,215,0,0,0,336,0,13,0,165,3,2,0,43,0,0,0,198,0,1,0,469,1,3,0,237,0,0,0,246,0,0,0,199,0,0,0,142,0,1,0,220,0,3,0,211,0,4,0,410,1,2,0,258,0,2,0,302,0,3,0,265,0,0
contig_20881_1,1363,0,3,0,239,0,0,0,122,0,0,0,92,0,0,0,26,1,2,0,304,0,1,0,165,0,12,0,175,0,1,0,103,0,0,0,212,0,0,0,350,0,5,0,162,0,0,0,44,0,0,0,199,0,6,0,472,0,4,0,235,0,2,0,244,0,0,0,193,0,3,0,134,0,3,0,203,0,0,0,225,0,4,1,395,0,0,0,270,0,0,0,314,0,0,0,255
contig_20881_1,1368,184,39,14,3,94,18,9,3,30,32,4,25,20,3,4,0,297,7,3,2,100,43,9,12,165,8,2,14,63,19,5,16,196,5,2,0,297,32,13,4,147,10,5,5,44,0,0,0,194,5,2,0,458,9,4,0,239,1,1,5,232,1,4,2,141,0,52,0,104,13,9,9,185,17,6,3,227,3,0,0,390,7,5,4,266,3,0,0,304,4,2,0,246,4,2,0
contig_20881_1,1371,32,197,5,2,19,97,3,1,32,29,26,3,3,23,0,0,7,299,2,0,18,126,15,6,9,159,17,4,15,73,14,3,4,204,0,1,22,309,8,4,4,156,7,0,0,40,0,0,5,184,0,0,9,463,4,0,4,229,0,0,2,217,0,1,0,187,0,0,12,111,14,0,15,195,2,1,2,223,0,0,7,392,5,0,2,267,0,0,2,299,0,0,4,228,1,3
contig_20881_1,1374,2,0,240,0,0,0,128,0,6,0,86,0,0,0,26,0,1,0,297,0,6,0,162,0,5,0,186,0,9,0,95,0,1,0,206,0,1,0,354,0,0,0,171,0,0,0,40,0,3,0,196,0,0,0,485,0,0,0,237,0,0,0,232,0,2,0,193,0,1,0,140,0,3,0,220,0,0,0,230,0,2,0,395,0,0,0,281,0,0,0,309,0,2,0,246,1
contig_20881_1,1377,193,0,49,0,101,0,24,0,80,0,12,0,26,0,0,0,299,0,0,0,100,0,69,0,190,0,4,0,76,0,29,0,197,0,7,0,302,0,49,0,165,0,8,0,41,0,0,0,192,0,7,0,487,0,1,0,234,0,10,0,228,0,8,0,194,0,0,0,135,0,9,0,208,0,13,0,219,0,13,0,404,0,1,0,273,0,8,0,300,0,8,0,238,0,11,0
contig_20881_1,1380,192,1,49,0,101,0,24,0,78,0,12,0,27,0,0,0,300,1,0,0,93,0,80,0,188,0,4,0,73,0,32,0,197,0,8,0,306,0,56,0,163,0,10,0,42,0,0,0,194,0,7,0,484,0,1,1,235,0,10,0,226,1,9,0,196,0,0,0,134,1,11,0,209,1,14,0,221,0,13,0,411,0,1,0,277,0,8,0,310,0,9,0,240,0,10,0
contig_20881_1,1395,1,171,0,72,0,94,0,39,0,49,0,36,0,8,0,22,0,166,0,111,0,85,0,92,0,138,0,45,0,71,0,34,0,59,0,141,0,135,0,242,0,108,0,63,0,3,0,9,1,69,0,149,8,282,0,186,3,96,1,142,0,73,0,159,1,111,0,82,0,93,0,52,0,89,0,137,0,85,0,169,7,261,1,145,0,103,0,189,0,111,0,206,0,97,0,145
contig_20881_1,1396,246,0,0,0,133,0,0,0,83,0,0,2,26,0,0,4,272,0,0,3,178,0,0,0,183,0,0,0,105,0,0,0,200,0,0,0,375,0,0,2,170,0,0,0,11,0,0,0,213,0,0,0,470,0,1,2,236,0,1,1,233,0,0,0,142,0,0,42,142,0,0,0,218,0,0,0,253,0,0,0,411,0,0,0,284,0,0,0,303,0,0,0,232,0,0,1
contig_20881_1,1407,0,31,0,215,0,13,0,119,0,9,0,77,0,0,0,32,0,0,0,270,0,41,0,127,0,5,0,170,0,14,0,92,0,3,0,202,0,33,0,339,0,8,0,153,0,0,0,12,0,8,0,217,0,1,0,477,0,6,0,223,0,6,0,218,0,2,0,190,0,12,0,130,0,12,0,205,0,11,0,250,0,2,0,400,0,9,0,293,0,12,0,292,0,7,0,243
contig_20881_1,1410,9,45,192,1,3,21,106,0,3,4,79,2,4,0,28,0,4,2,265,0,19,52,93,1,2,5,167,1,10,17,76,1,3,3,201,0,19,31,318,2,6,3,148,0,0,0,12,0,7,2,213,0,3,1,478,6,7,5,210,1,6,5,204,0,42,1,141,0,4,8,127,3,6,9,191,1,11,0,247,0,3,3,394,2,10,1,284,0,11,0,291,0,8,2,237,0
contig_20881_1,1413,1,191,25,30,0,104,5,20,0,65,2,21,0,30,0,1,0,223,1,52,3,90,18,56,1,139,1,31,0,70,5,27,0,169,3,40,3,253,18,96,0,116,2,35,0,10,0,2,1,169,1,51,0,370,0,119,0,175,1,44,0,174,2,36,0,139,0,33,0,98,2,42,3,148,5,44,0,203,0,51,0,316,3,89,0,229,1,60,1,233,0,61,0,194,1,50
contig_20881_1,1419,0,35,0,214,0,13,0,135,0,6,0,81,0,0,0,30,0,9,0,267,0,52,0,121,0,5,0,176,0,20,0,83,0,50,0,167,0,83,0,295,0,3,0,154,0,0,0,12,0,41,0,197,0,29,0,462,0,26,0,220,0,24,0,195,0,2,0,194,0,8,0,138,0,53,0,167,0,37,0,226,0,20,0,387,0,44,0,267,0,50,0,267,0,21,0,247
contig_20881_1,1422,2,0,251,0,0,0,149,0,0,0,83,0,0,0,30,0,0,2,274,0,1,0,169,1,0,0,179,0,2,0,102,0,0,0,175,43,0,0,338,42,0,0,157,0,0,0,12,0,0,0,204,31,0,1,482,1,0,3,227,13,0,2,203,14,0,0,195,0,0,1,144,1,1,0,184,31,0,0,236,26,0,3,397,0,0,0,278,33,0,0,280,36,0,0,261,8
contig_20881_1,1425,3,31,5,210,5,10,1,123,4,7,0,70,20,1,0,8,129,51,0,96,2,47,7,114,59,20,3,99,1,21,0,81,192,5,3,9,248,28,24,83,57,19,2,77,11,1,0,0,209,4,6,11,230,100,0,158,171,13,6,33,174,8,4,21,115,17,2,59,43,16,1,88,145,14,8,46,230,6,8,7,197,56,0,151,256,10,9,16,283,1,12,4,170,18,8,59
contig_20881_1,1428,0,231,0,17,0,135,0,7,0,61,0,22,0,28,0,2,0,274,2,2,0,167,0,8,0,177,0,3,0,98,0,4,0,210,0,1,0,374,0,9,0,160,0,3,0,12,0,0,0,231,0,3,0,482,1,8,0,227,3,0,0,207,2,0,0,197,1,0,0,140,1,4,0,209,0,6,0,254,0,2,0,393,3,5,0,291,0,0,0,305,0,0,0,257,0,5
contig_20881_1,1431,241,1,6,0,146,0,0,0,88,0,0,0,29,0,0,0,278,0,1,1,170,0,4,0,177,0,0,0,100,0,2,0,208,0,3,0,366,0,17,0,163,0,0,0,12,0,0,0,233,0,6,0,490,0,1,0,225,0,9,0,206,0,5,0,199,0,1,0,143,0,1,0,211,0,8,0,250,0,7,0,397,0,2,0,283,0,9,0,300,0,9,0,258,0,8,0
contig_20881_1,1437,4,3,3,227,2,2,2,139,2,19,2,66,0,1,0,28,1,0,2,277,6,12,7,144,6,13,2,158,2,15,1,84,8,13,0,192,8,11,1,355,0,7,1,159,0,0,0,12,19,8,0,211,1,1,1,497,5,14,0,217,1,25,0,186,0,0,1,195,2,7,0,127,7,6,1,214,5,31,0,217,2,5,1,387,6,41,0,239,10,39,0,263,1,4,0,259
contig_20881_1,1440,0,28,207,0,1,12,133,1,1,3,82,2,2,0,27,0,6,2,278,0,0,44,123,0,1,9,174,1,0,19,81,0,15,2,201,0,16,21,340,0,2,9,155,0,3,0,9,0,17,1,221,0,24,2,478,1,7,5,229,1,11,3,196,0,7,1,190,0,2,6,126,0,13,6,209,0,5,1,249,0,13,4,375,0,9,3,276,0,10,0,301,0,20,4,248,1
contig_20881_1,1443,0,0,14,221,0,0,7,146,0,2,8,77,0,0,0,31,0,0,3,287,0,0,21,148,0,5,2,178,0,0,11,90,0,0,0,217,0,0,7,374,0,1,5,159,0,0,0,12,0,0,0,248,0,0,11,498,0,1,0,251,0,0,0,217,0,0,0,207,0,0,4,130,0,0,1,239,0,0,0,263,0,0,11,388,0,0,0,310,0,0,1,333,0,2,5,285
contig_20881_1,1446,17,0,205,8,18,0,135,0,11,0,71,0,16,0,15,0,109,0,181,1,35,0,133,3,45,0,139,1,13,0,85,0,52,0,165,0,117,0,255,5,57,1,106,0,10,0,2,0,85,0,163,0,158,0,355,1,92,0,161,0,66,0,153,0,98,0,109,0,28,1,100,0,88,0,151,0,58,0,207,0,126,0,277,0,67,0,245,0,60,0,271,1,127,0,165,0
contig_20881_1,1449,2,13,0,213,0,5,1,152,0,1,1,80,0,0,0,31,0,0,0,287,0,13,3,154,0,5,0,184,0,1,0,95,0,0,0,215,0,8,0,361,0,1,2,156,0,0,0,18,0,2,0,254,0,1,1,506,0,2,0,262,0,0,0,224,1,0,1,210,0,1,0,129,0,6,0,232,0,2,0,271,0,0,2,395,0,0,0,331,0,2,0,344,0,3,0,299
contig_20881_1,1458,0,70,2,150,0,37,2,112,0,42,14,21,0,27,0,3,0,204,0,81,0,84,7,68,0,91,8,78,0,37,14,40,0,212,0,8,1,311,1,52,0,91,4,60,0,15,1,0,0,224,0,10,0,356,1,143,0,217,0,35,0,195,0,18,0,179,2,22,0,70,4,55,0,190,3,37,0,254,0,8,0,261,2,132,0,289,0,19,0,307,0,7,0,239,0,58
