,Position,Fa13.BD.MLB.SN.MAG4-A,Fa13.BD.MLB.SN.MAG4-C,Fa13.BD.MLB.SN.MAG4-G,Fa13.BD.MLB.SN.MAG4-T,Su13.BD.MLB.DD.MAG4-A,Su13.BD.MLB.DD.MAG4-C,Su13.BD.MLB.DD.MAG4-G,Su13.BD.MLB.DD.MAG4-T,Su13.BD.MM15.SN.C.MAG4-A,Su13.BD.MM15.SN.C.MAG4-C,Su13.BD.MM15.SN.C.MAG4-G,Su13.BD.MM15.SN.C.MAG4-T,Sp13.BD.MM110.DD.MAG4-A,Sp13.BD.MM110.DD.MAG4-C,Sp13.BD.MM110.DD.MAG4-G,Sp13.BD.MM110.DD.MAG4-T,Fa13.BD.MM15.SD.MAG4-A,Fa13.BD.MM15.SD.MAG4-C,Fa13.BD.MM15.SD.MAG4-G,Fa13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.DN.MAG4-A,Su13.BD.MM110.DN.MAG4-C,Su13.BD.MM110.DN.MAG4-G,Su13.BD.MM110.DN.MAG4-T,Fa13.BD.MM15.SN.MAG4-A,Fa13.BD.MM15.SN.MAG4-C,Fa13.BD.MM15.SN.MAG4-G,Fa13.BD.MM15.SN.MAG4-T,Su13.BD.MLB.SD.C.MAG4-A,Su13.BD.MLB.SD.C.MAG4-C,Su13.BD.MLB.SD.C.MAG4-G,Su13.BD.MLB.SD.C.MAG4-T,Fa13.BD.MM110.SD.MAG4-A,Fa13.BD.MM110.SD.MAG4-C,Fa13.BD.MM110.SD.MAG4-G,Fa13.BD.MM110.SD.MAG4-T,Sp13.BD.MM110.SN.MAG4-A,Sp13.BD.MM110.SN.MAG4-C,Sp13.BD.MM110.SN.MAG4-G,Sp13.BD.MM110.SN.MAG4-T,Su13.BD.MM110.DCMD.MAG4-A,Su13.BD.MM110.DCMD.MAG4-C,Su13.BD.MM110.DCMD.MAG4-G,Su13.BD.MM110.DCMD.MAG4-T,Su13.BD.MM15.DN.MAG4-A,Su13.BD.MM15.DN.MAG4-C,Su13.BD.MM15.DN.MAG4-G,Su13.BD.MM15.DN.MAG4-T,Fa13.BD.MM110.SN.MAG4-A,Fa13.BD.MM110.SN.MAG4-C,Fa13.BD.MM110.SN.MAG4-G,Fa13.BD.MM110.SN.MAG4-T,Sp13.BD.MM15.SN.MAG4-A,Sp13.BD.MM15.SN.MAG4-C,Sp13.BD.MM15.SN.MAG4-G,Sp13.BD.MM15.SN.MAG4-T,Fa13.BD.MM15.DN.MAG4-A,Fa13.BD.MM15.DN.MAG4-C,Fa13.BD.MM15.DN.MAG4-G,Fa13.BD.MM15.DN.MAG4-T,Sp13.BD.MM15.DD.A.MAG4-A,Sp13.BD.MM15.DD.A.MAG4-C,Sp13.BD.MM15.DD.A.MAG4-G,Sp13.BD.MM15.DD.A.MAG4-T,Sp13.BD.MM15.SD.MAG4-A,Sp13.BD.MM15.SD.MAG4-C,Sp13.BD.MM15.SD.MAG4-G,Sp13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.SD.MAG4-A,Su13.BD.MM110.SD.MAG4-C,Su13.BD.MM110.SD.MAG4-G,Su13.BD.MM110.SD.MAG4-T,Fa13.BD.MM110.DN.MAG4-A,Fa13.BD.MM110.DN.MAG4-C,Fa13.BD.MM110.DN.MAG4-G,Fa13.BD.MM110.DN.MAG4-T,Sp13.BD.MLB.SN.MAG4-A,Sp13.BD.MLB.SN.MAG4-C,Sp13.BD.MLB.SN.MAG4-G,Sp13.BD.MLB.SN.MAG4-T,Su13.BD.MM15.SD.MAG4-A,Su13.BD.MM15.SD.MAG4-C,Su13.BD.MM15.SD.MAG4-G,Su13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.SN.C.MAG4-A,Su13.BD.MM110.SN.C.MAG4-C,Su13.BD.MM110.SN.C.MAG4-G,Su13.BD.MM110.SN.C.MAG4-T,Sp13.BD.MM110.SD.MAG4-A,Sp13.BD.MM110.SD.MAG4-C,Sp13.BD.MM110.SD.MAG4-G,Sp13.BD.MM110.SD.MAG4-T,Fa13.BD.MLB.DN.MAG4-A,Fa13.BD.MLB.DN.MAG4-C,Fa13.BD.MLB.DN.MAG4-G,Fa13.BD.MLB.DN.MAG4-T
contig_18631_18,43,0,0,37,0,0,0,17,0,0,0,8,0,7,0,56,0,0,0,10,0,1,0,3,0,2,0,11,0,0,0,7,0,1,0,6,0,9,0,62,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,8,0,1,0,29,0,0,0,10,0,1,0,18,0,0,0,0,0,7,0,36,0,0,0,7,0,2,0,2,0,0,0,1,0,16,0,68,0,0,0,22,0
contig_18631_18,46,6,0,31,0,5,0,10,0,7,0,1,0,66,0,0,0,10,0,0,0,4,0,0,0,10,0,3,0,1,0,6,0,7,0,0,0,71,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,7,0,1,0,28,0,0,0,7,0,3,0,19,0,2,0,0,0,0,0,40,2,0,0,4,0,2,0,4,0,0,0,1,0,0,0,83,0,1,0,10,0,12,0
contig_18631_18,52,0,0,38,1,0,0,15,0,0,0,2,6,0,0,57,5,0,0,6,3,0,0,4,0,0,0,14,1,0,1,6,0,0,0,8,1,0,0,61,5,0,0,0,0,0,0,6,1,0,0,0,1,0,0,5,3,0,0,22,4,0,0,9,3,1,0,16,6,0,0,0,0,0,2,39,0,0,1,9,1,0,0,2,1,0,0,0,1,0,0,73,8,0,0,20,0
contig_18631_18,58,8,0,30,0,0,0,15,0,0,0,9,0,40,0,19,0,2,0,7,0,2,0,2,0,7,0,7,0,0,0,7,0,6,0,3,0,42,0,23,0,0,0,0,0,2,0,5,0,0,0,1,0,5,0,3,0,9,0,18,0,7,0,6,0,13,0,9,0,0,0,0,0,32,0,9,0,5,0,4,0,2,0,1,0,0,0,1,0,50,0,30,0,6,0,12,0
contig_18631_18,61,29,0,9,0,10,0,5,0,1,0,7,4,0,0,52,6,0,0,7,3,0,0,4,0,2,0,11,1,5,0,2,0,0,0,8,1,0,0,60,5,0,0,0,0,0,0,8,1,0,0,0,1,0,0,7,1,0,0,26,5,1,0,11,1,2,0,16,4,0,0,0,0,0,0,42,0,0,0,11,0,0,0,3,0,0,0,4,1,1,0,71,9,12,0,7,0
contig_18631_18,82,29,0,0,10,10,0,0,4,1,0,3,8,0,0,0,58,0,0,0,10,0,0,0,7,3,0,0,11,6,0,0,3,0,0,0,11,0,0,0,61,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,7,0,0,0,28,1,0,0,9,1,0,0,19,0,0,0,0,0,0,0,38,0,0,0,4,0,0,0,2,0,0,0,2,1,0,0,81,16,0,0,6
contig_18631_18,94,0,27,0,10,0,8,0,8,0,5,0,6,0,53,0,5,0,5,0,2,0,7,0,0,0,14,1,1,0,2,0,7,0,10,0,0,0,59,0,5,0,0,0,0,0,7,0,1,0,0,0,1,0,6,0,1,0,17,0,2,0,6,0,4,0,16,0,5,0,0,0,0,0,49,0,0,0,5,0,2,0,3,0,1,0,1,0,0,0,66,0,13,0,14,0,10
contig_18631_18,97,27,0,9,0,9,0,6,0,8,0,2,0,4,0,50,0,2,0,5,0,0,0,7,0,4,0,12,0,8,0,1,0,0,0,10,0,4,0,57,0,0,0,0,0,1,0,6,0,1,0,0,0,1,0,5,0,2,0,16,0,4,0,7,0,5,1,15,0,0,0,0,0,0,0,50,0,2,0,6,0,1,0,3,0,0,0,1,0,14,1,65,0,18,0,8,0
contig_18631_18,100,4,0,31,0,1,0,14,0,5,0,5,0,4,0,50,0,2,0,5,0,0,0,7,0,1,0,15,0,2,0,7,0,0,0,11,0,4,0,57,0,0,0,0,0,1,0,6,0,1,0,0,0,0,1,6,0,2,0,18,0,3,0,9,0,5,0,15,0,0,0,0,0,0,0,50,0,2,0,6,0,1,0,3,0,0,0,1,0,14,0,65,0,1,0,25,0
contig_18631_18,103,0,1,0,32,0,1,0,14,0,5,0,5,0,4,0,52,0,2,0,4,0,0,0,7,0,1,0,15,0,2,0,6,0,0,0,11,0,4,0,57,0,0,0,0,0,1,0,6,0,1,0,0,0,1,0,7,0,2,0,18,0,3,0,9,0,5,0,17,0,0,0,0,0,0,0,50,0,2,0,6,0,1,0,3,0,0,0,1,0,13,0,64,0,1,0,25
contig_18631_18,106,1,0,31,0,1,0,14,0,6,0,3,1,4,0,51,0,2,0,4,0,0,0,7,0,1,0,15,0,2,0,6,0,0,0,10,0,5,0,56,1,0,0,0,0,1,0,5,0,1,0,0,0,1,0,7,0,2,0,18,0,3,0,9,0,6,0,14,0,0,0,0,0,0,0,50,0,2,0,6,0,1,0,3,0,0,0,1,0,14,0,65,0,1,0,25,0
contig_18631_18,109,0,1,31,0,0,0,14,0,2,0,9,0,1,0,58,0,0,0,6,0,0,0,7,0,0,0,17,0,0,0,9,0,0,0,10,0,1,0,58,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,9,0,0,0,20,0,0,0,11,0,0,0,20,0,0,0,1,0,0,0,50,0,1,0,8,0,0,0,1,0,0,0,1,0,0,0,79,0,0,0,27,0
contig_18631_18,112,20,0,13,0,15,0,2,0,11,0,0,0,56,0,0,0,6,0,0,0,7,0,0,0,16,0,3,0,12,0,1,0,10,0,0,0,61,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,10,0,0,0,20,0,0,0,12,0,0,0,20,0,1,0,1,0,0,0,37,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,78,0,1,0,21,0,8,0
contig_18631_18,115,13,0,14,6,8,0,6,2,2,0,9,0,34,0,21,0,1,0,5,0,5,0,2,0,11,0,8,0,9,0,6,5,6,0,4,0,37,0,26,0,0,0,0,0,4,0,5,0,0,0,1,0,7,0,3,0,8,0,11,0,5,0,7,0,11,0,11,0,0,0,1,0,32,0,6,0,7,0,7,0,0,0,1,0,1,0,0,0,47,0,34,0,20,0,9,1
contig_18631_18,118,0,1,0,36,0,1,0,16,0,2,0,10,0,1,0,53,0,0,0,7,0,0,0,7,0,2,0,17,0,0,0,22,0,0,0,10,0,1,0,62,0,0,0,0,0,0,0,9,0,0,0,1,0,1,0,10,0,0,0,19,0,0,0,12,0,0,0,22,0,0,0,1,0,0,0,38,0,0,0,15,0,0,0,2,0,0,0,2,0,1,0,83,0,3,0,31
contig_18631_18,121,37,0,2,0,17,0,1,0,11,0,2,0,55,1,1,0,8,0,0,0,8,0,0,0,20,0,0,0,21,0,0,1,10,0,0,0,63,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0,9,0,2,0,25,0,0,0,12,0,0,0,22,0,1,0,1,0,0,0,40,0,0,0,15,0,1,0,2,0,0,0,2,0,0,0,82,0,0,0,40,0,0,1
contig_18631_18,124,45,0,0,0,13,0,5,0,7,0,5,0,35,0,22,0,4,0,5,0,6,0,2,0,15,0,5,0,16,0,5,0,6,0,4,0,39,0,24,0,1,0,0,0,4,0,5,0,0,0,1,0,9,0,2,0,12,0,14,0,7,0,5,0,13,0,11,0,1,0,1,0,34,0,6,0,10,0,4,2,1,0,1,0,2,0,0,0,47,0,32,0,38,0,1,2
contig_18631_18,127,43,1,1,0,18,0,0,0,12,0,0,0,56,0,1,0,10,0,0,0,8,0,0,0,20,0,0,0,21,0,0,0,9,0,0,0,62,0,1,0,1,0,0,0,10,0,0,0,1,0,0,0,10,0,1,0,26,0,0,0,14,0,0,0,23,0,1,0,1,0,1,0,38,0,0,1,15,0,0,0,2,0,0,0,2,0,0,0,75,0,1,0,34,0,5,2
contig_18631_18,130,2,0,44,0,1,0,19,0,1,0,11,0,1,0,56,0,1,0,12,0,0,0,8,0,1,0,18,0,1,5,14,0,0,0,9,0,0,0,62,0,0,0,1,0,0,1,11,0,0,0,1,0,0,0,11,0,1,0,25,0,0,0,15,0,0,0,24,0,0,0,2,0,0,0,39,0,0,0,15,0,0,0,2,0,0,0,2,0,2,0,75,0,9,0,28,0
contig_18631_18,131,8,0,0,38,1,0,0,19,0,0,0,12,0,0,0,57,0,0,0,13,0,0,0,8,0,0,0,19,6,0,0,14,0,0,0,9,0,0,0,61,0,0,0,1,1,0,0,10,0,0,0,1,0,0,0,11,0,0,0,26,0,0,0,15,0,0,0,24,0,0,0,2,0,0,0,39,0,0,0,15,1,0,0,1,0,0,0,2,0,0,0,77,2,0,0,35
contig_18631_18,132,0,0,45,0,0,0,20,0,0,0,10,2,0,0,58,0,0,0,13,0,0,0,8,0,0,0,19,0,0,0,15,5,0,0,10,0,0,1,60,0,0,0,1,0,0,0,10,1,0,0,1,0,0,0,10,1,0,0,25,1,0,0,14,0,0,0,25,0,0,0,2,0,0,0,40,0,0,0,15,0,0,0,2,0,0,0,2,0,0,0,78,1,0,0,37,0
contig_18631_18,133,0,44,0,1,0,19,0,1,0,12,0,0,1,55,1,1,0,13,0,0,0,8,0,0,0,19,0,0,2,18,0,0,0,9,0,0,0,59,2,0,0,1,0,0,0,11,0,0,0,1,0,0,0,9,0,2,1,23,2,0,0,13,0,1,0,25,0,0,0,2,0,0,0,40,0,0,0,15,0,0,1,1,0,0,0,2,0,0,1,78,0,0,0,37,0,0
contig_18631_18,136,1,0,44,0,1,0,20,0,0,0,12,0,1,0,56,0,0,0,12,0,0,0,8,0,0,0,18,0,0,0,20,0,0,0,9,0,0,0,60,0,0,0,1,0,0,0,11,0,0,0,1,0,0,0,11,0,1,0,25,0,0,0,14,0,1,0,25,0,0,0,2,0,0,0,40,0,3,0,12,0,0,0,2,0,0,0,2,0,1,0,77,0,1,0,37,0
contig_18631_18,139,39,0,4,0,19,0,2,0,11,0,2,0,56,0,2,0,12,0,0,0,9,0,0,0,17,0,0,0,20,0,1,0,5,0,1,0,60,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,8,0,3,0,24,0,2,0,14,0,2,0,25,0,1,0,2,0,0,0,40,0,0,0,11,0,3,0,3,0,1,0,2,0,0,0,76,0,1,0,35,0,1,0
contig_18631_18,142,11,0,30,0,9,0,9,0,12,0,3,0,55,1,1,1,9,0,2,0,9,0,0,0,13,0,2,1,12,0,8,0,4,0,1,0,60,0,0,0,0,0,1,0,11,0,1,0,1,0,0,0,8,1,0,1,24,0,2,0,11,0,4,0,24,0,2,0,1,1,0,0,38,0,1,0,11,0,4,0,3,0,1,0,2,0,0,0,74,0,3,0,14,1,19,2
contig_18631_18,144,0,18,0,23,0,6,0,12,0,8,0,7,0,46,0,12,0,5,0,6,0,5,0,4,0,10,0,6,0,9,0,11,0,2,0,3,0,46,0,14,0,1,0,0,0,5,0,7,0,1,0,0,0,8,0,2,0,19,0,10,0,8,0,7,0,20,0,6,0,2,0,0,0,32,0,7,0,11,0,4,0,3,0,1,0,2,0,0,0,62,0,16,0,13,0,23
contig_18631_18,145,1,41,0,0,0,14,0,4,0,11,0,4,0,45,0,12,0,5,1,5,0,5,0,4,0,13,0,3,1,17,0,3,1,1,0,3,0,46,0,14,0,0,1,0,0,6,0,6,0,1,0,0,0,8,0,2,1,19,0,9,0,12,0,3,1,19,0,6,0,2,0,0,0,31,1,8,0,12,0,3,1,3,0,0,0,2,0,0,0,62,0,15,0,36,0,1
contig_18631_18,148,13,0,28,0,0,0,18,0,0,0,15,0,1,0,59,0,1,0,10,0,0,0,9,0,3,0,13,0,1,0,21,0,0,0,5,0,0,0,60,0,0,0,1,0,1,0,13,0,0,0,1,0,1,0,9,0,2,0,30,0,0,0,16,0,1,0,25,0,0,0,2,0,0,0,42,0,0,0,15,0,0,0,5,0,0,0,2,0,0,0,77,0,4,0,33,0
contig_18631_18,154,1,1,29,9,0,0,16,2,0,0,11,1,0,1,60,0,0,0,8,1,0,0,8,0,0,0,16,0,1,1,15,4,0,0,5,0,0,0,61,0,0,0,0,0,0,0,12,0,0,0,1,0,0,1,8,0,0,0,37,1,0,0,16,0,0,1,25,1,0,0,2,0,0,0,40,1,0,2,12,1,1,0,5,0,0,0,2,0,0,0,77,1,0,3,22,11
contig_18631_18,157,11,29,1,0,2,14,1,0,1,11,0,0,0,60,1,1,1,8,0,0,0,8,0,0,0,16,0,0,11,9,0,0,0,4,0,0,0,56,0,0,0,0,0,0,2,11,0,0,0,1,0,0,0,8,0,1,1,38,0,0,0,15,0,0,0,28,0,0,0,1,1,0,0,39,0,0,3,9,0,0,0,6,0,0,0,2,0,0,0,75,1,0,12,22,1,0
contig_18631_18,160,27,0,12,0,8,0,6,0,11,0,1,0,59,1,0,1,8,1,0,0,8,0,0,0,12,0,4,0,17,0,2,0,4,0,0,0,56,0,0,0,0,0,0,0,11,0,1,1,1,0,0,0,9,0,0,0,37,0,2,0,15,0,1,0,27,0,0,0,2,0,0,0,39,0,0,0,10,0,0,0,7,0,0,0,2,0,0,0,78,0,0,0,22,0,12,0
contig_18631_18,163,11,8,18,0,3,2,9,0,2,0,10,0,0,0,61,0,0,0,9,0,0,0,8,0,4,0,12,0,2,4,8,0,0,0,3,0,0,0,55,0,0,0,0,0,1,0,10,0,0,0,1,0,0,0,8,0,2,1,35,0,0,0,14,0,1,0,27,0,0,0,2,0,0,0,36,0,1,0,8,0,0,0,7,0,0,0,2,0,0,0,76,0,12,5,14,0
contig_18631_18,166,30,0,0,0,12,0,0,1,8,1,0,2,59,0,0,1,6,0,0,3,8,0,0,0,14,0,0,2,11,0,0,2,1,0,0,2,47,0,0,8,0,0,0,0,8,0,0,3,1,0,0,0,8,0,0,0,28,0,0,4,14,0,0,1,22,0,0,5,2,0,0,0,33,0,0,3,7,0,1,2,6,0,0,0,2,0,0,0,64,0,0,7,28,1,0,0
contig_18631_18,169,0,7,14,6,0,2,9,0,0,0,10,1,0,0,59,0,0,0,9,0,0,0,8,0,0,0,12,4,0,3,7,1,0,0,1,0,0,0,55,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,8,0,0,1,30,2,2,0,13,0,1,0,25,0,0,0,2,0,0,0,38,0,0,0,8,2,0,0,6,0,1,0,1,0,2,0,68,0,1,5,19,5
contig_18631_18,172,0,20,7,0,0,8,2,0,0,11,0,0,0,56,1,0,0,9,0,0,0,8,0,0,0,12,4,0,0,9,1,0,0,1,0,0,0,54,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,6,0,0,0,31,2,0,0,15,0,0,0,27,0,0,1,1,0,0,0,39,0,0,2,9,0,0,0,6,0,0,0,2,0,0,0,69,0,0,0,17,11,0
contig_18631_18,175,6,0,20,0,1,0,9,0,0,0,10,0,0,0,56,0,0,0,9,0,0,0,8,0,4,0,12,0,1,0,9,0,0,0,1,0,0,0,52,0,0,0,0,0,1,0,11,0,0,0,1,0,0,0,6,0,3,0,31,0,0,0,14,0,0,0,27,0,1,0,1,0,0,0,43,0,0,0,11,0,0,0,6,0,0,0,2,0,0,0,68,0,9,0,18,0
contig_18631_18,178,7,0,19,0,3,0,6,0,2,0,7,0,9,0,46,0,1,0,8,0,1,0,7,0,8,0,7,0,4,0,5,0,1,0,0,0,12,0,38,0,0,0,0,0,3,0,8,0,0,0,1,0,4,0,4,0,6,0,28,0,6,0,6,0,10,0,17,0,1,0,1,0,15,0,28,0,1,0,9,0,1,0,5,0,1,0,1,0,17,0,49,1,12,0,13,0
contig_18631_18,181,30,0,2,0,7,0,2,0,9,0,0,0,55,0,0,0,8,0,1,0,8,0,0,0,16,0,0,0,9,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,33,0,0,0,12,0,0,0,26,0,0,0,1,0,1,0,41,0,0,0,11,0,0,0,6,0,0,0,2,0,0,0,68,0,0,0,22,0,5,0
contig_18631_18,185,25,0,0,1,6,0,0,1,9,0,0,0,55,0,0,0,7,0,0,0,6,0,0,0,16,0,0,0,5,0,0,0,1,0,0,0,49,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,10,0,0,0,32,0,0,0,13,0,0,0,25,0,0,1,2,0,0,0,35,0,0,0,6,0,0,1,5,0,0,0,2,0,0,0,69,0,0,0,19,0,0,0
contig_18631_18,190,13,0,14,0,5,0,2,0,4,0,5,0,48,0,7,0,6,0,1,0,6,0,0,0,11,0,6,0,1,0,4,0,1,0,0,0,41,0,9,0,0,0,0,0,7,0,2,0,0,0,0,0,6,0,3,0,20,0,12,0,10,0,4,0,19,0,7,0,1,0,1,0,34,0,2,0,3,0,3,0,3,0,2,0,2,0,0,0,57,0,12,0,6,0,12,0
contig_18631_18,193,0,1,0,25,0,4,0,3,0,4,0,4,0,6,0,51,0,1,0,6,0,0,0,5,0,1,0,14,0,3,0,3,0,0,0,1,0,7,0,43,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,8,0,10,0,21,0,3,0,11,0,7,0,17,0,2,0,0,0,2,0,32,0,2,0,3,0,2,0,3,0,0,0,2,0,10,0,58,0,4,0,14
contig_18631_18,196,0,13,10,0,0,1,6,0,0,0,8,0,0,1,54,0,0,0,7,0,0,0,4,0,0,4,11,0,0,1,5,0,0,0,1,0,3,1,46,0,0,0,0,0,0,1,7,1,0,0,0,0,0,2,11,0,0,2,28,0,0,0,14,0,0,0,24,0,0,0,2,0,0,0,34,0,0,0,5,0,0,0,5,0,0,0,2,0,0,1,67,0,0,12,5,0
contig_18631_18,199,12,0,12,0,6,0,1,0,8,0,0,0,56,0,1,0,5,0,0,0,4,0,0,0,11,0,3,0,5,0,1,0,1,0,0,0,49,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,11,0,2,0,28,0,2,0,14,0,0,0,24,0,0,0,2,0,0,0,33,0,0,0,5,0,0,0,5,0,0,0,2,0,0,0,68,0,1,0,8,0,10,0
contig_18631_18,202,12,0,11,0,0,1,6,0,0,0,8,0,1,0,57,0,0,0,5,0,0,0,4,0,3,0,15,0,1,0,5,0,0,0,1,0,1,0,48,0,0,0,2,0,1,0,10,0,0,0,0,0,2,0,13,0,2,0,31,0,0,0,14,0,0,0,24,0,0,0,2,0,0,0,31,1,0,0,5,0,0,0,7,0,0,0,3,0,1,0,67,0,9,0,6,1
contig_18631_18,205,0,12,0,13,0,2,0,6,0,1,0,7,0,1,0,58,0,0,0,5,0,0,0,4,0,3,0,15,0,1,0,5,0,0,0,1,0,2,0,43,0,0,0,2,0,1,0,10,0,0,0,0,0,2,0,14,0,2,0,31,0,0,0,12,0,0,0,23,0,0,0,2,0,1,0,30,0,0,0,5,0,0,0,7,0,0,0,3,0,2,0,67,0,9,0,7
contig_18631_18,208,0,0,27,0,1,0,7,0,5,0,1,0,21,0,37,0,2,0,4,0,2,0,54,0,3,0,12,0,2,0,5,0,0,0,1,0,15,0,30,0,0,0,2,0,7,0,6,0,0,0,0,0,1,0,15,0,15,0,18,0,5,0,7,0,10,0,11,0,2,0,0,0,7,0,23,0,4,0,1,0,2,0,3,0,0,0,3,0,23,0,44,0,0,0,17,0
contig_18631_18,211,0,27,0,0,0,4,3,0,0,1,5,0,0,36,20,0,0,4,2,0,0,54,2,0,0,12,3,0,0,2,5,0,0,1,0,0,0,33,15,0,0,2,0,0,0,6,7,0,0,0,0,0,0,16,1,0,0,17,15,0,0,7,5,0,0,11,10,0,1,0,1,0,0,23,7,0,0,1,4,0,0,3,2,0,0,3,0,0,0,43,23,0,0,18,0,0
contig_18631_18,213,29,0,0,0,8,0,3,0,1,0,5,0,36,0,20,0,5,0,2,0,54,0,2,0,12,0,3,0,2,0,5,0,1,0,0,0,33,0,15,0,2,0,0,0,6,0,7,0,0,0,0,0,16,0,1,0,16,0,15,0,7,0,5,0,11,0,10,0,0,0,2,0,22,0,7,0,3,1,3,0,3,0,2,0,3,0,0,0,44,0,23,0,18,0,0,0
contig_18631_18,217,28,0,2,0,10,0,1,0,8,0,0,0,57,0,0,0,8,0,0,0,55,0,0,0,15,0,0,0,7,0,1,0,1,0,0,0,52,0,0,0,2,0,0,0,13,0,1,0,0,0,0,0,13,0,0,0,32,0,0,0,14,0,1,0,20,0,0,0,1,0,1,0,32,0,0,0,6,0,1,0,5,0,0,0,3,0,0,0,69,0,0,0,15,0,4,0
contig_18631_18,222,12,0,17,0,6,0,5,0,2,0,6,0,32,0,23,0,7,0,2,0,53,0,2,0,5,0,8,0,0,0,8,0,1,0,0,0,33,0,19,0,0,0,0,0,3,0,9,0,0,0,0,0,10,0,3,0,12,0,15,0,8,0,7,0,12,0,10,0,0,0,2,0,25,0,6,0,3,0,4,0,1,0,2,0,3,0,0,0,42,0,26,0,7,0,12,0
contig_18631_18,223,15,0,14,0,1,0,10,0,0,0,9,0,1,0,54,0,0,0,9,0,0,0,55,0,2,0,11,0,2,0,6,0,0,0,1,0,1,0,52,0,0,0,0,0,1,0,11,0,0,0,0,0,2,0,10,0,3,0,25,0,0,0,17,0,0,1,21,0,0,0,2,0,0,0,31,0,0,0,7,0,0,0,3,0,0,0,3,0,2,0,66,0,10,0,10,0
contig_18631_18,227,0,0,0,30,0,0,0,13,0,0,0,9,0,0,0,53,0,0,2,7,0,0,52,4,0,0,0,13,0,0,0,8,0,0,0,1,0,0,0,54,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12,0,0,0,31,0,0,0,16,0,0,0,21,0,0,0,2,1,0,0,29,0,0,0,7,0,0,0,4,0,0,0,3,0,0,0,68,0,0,0,23
contig_18631_18,229,0,14,0,16,0,11,0,2,0,5,0,4,0,32,1,21,0,7,0,2,0,2,0,2,0,6,0,7,0,3,0,5,0,1,0,0,0,33,0,21,0,0,0,0,0,2,0,8,0,0,0,0,0,9,0,2,0,13,0,19,0,10,0,6,0,12,0,9,0,1,0,1,0,24,0,6,0,3,0,4,0,1,0,3,0,3,0,0,0,45,0,24,0,13,0,11
contig_18631_18,239,0,1,28,0,0,3,7,0,0,0,9,0,0,0,55,0,0,0,8,0,0,0,4,0,0,0,14,0,0,1,7,0,0,0,1,0,0,0,56,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,10,0,0,0,28,0,0,0,16,0,0,0,23,0,0,0,2,0,0,0,29,0,0,1,5,0,0,0,4,0,0,0,2,0,0,0,71,0,0,1,19,0
contig_18631_18,241,0,19,10,0,0,4,4,2,0,2,3,4,0,6,33,14,0,0,4,2,0,0,2,2,0,5,6,3,0,5,1,2,0,0,1,0,0,13,30,13,0,0,0,0,0,2,2,5,0,1,0,0,0,2,8,1,0,7,11,10,0,3,9,4,0,6,12,5,0,1,1,0,0,2,25,2,0,2,0,3,0,0,2,2,0,0,2,0,0,12,48,12,0,12,5,3
contig_18631_18,244,0,0,0,29,0,0,0,10,0,1,0,8,0,0,0,52,0,0,0,7,0,0,0,4,0,2,0,13,0,0,0,10,0,0,0,1,0,0,0,54,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,11,0,0,0,28,0,1,0,16,0,0,0,24,0,1,0,1,0,0,0,26,0,0,0,6,0,0,0,4,0,0,0,2,0,0,0,72,0,0,0,20
contig_18631_18,246,0,29,0,0,0,10,0,0,0,8,1,0,0,49,2,0,0,7,0,0,0,3,1,0,0,12,2,0,0,10,0,0,0,1,0,0,0,54,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0,11,0,0,0,29,0,0,0,16,1,0,0,24,0,0,0,1,1,0,0,26,0,0,0,6,0,0,0,4,0,0,0,2,0,0,0,70,1,0,0,22,0,0
contig_18631_18,247,29,0,0,0,10,0,0,0,8,0,1,0,49,0,0,2,7,0,0,0,3,0,0,1,12,0,2,0,10,0,0,0,1,0,0,0,54,0,0,0,0,0,0,0,9,0,0,1,1,0,0,0,11,1,0,0,29,0,0,0,18,0,1,0,24,0,0,0,1,0,1,0,25,0,0,0,6,0,0,0,4,0,0,0,2,0,0,0,68,1,0,1,24,0,0,0
